t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
279000 22.0 52.0 49.0 37.0 33.0 13.0 67.0 53.0 98.0 29.0 39.0 70.0 114.0 105.0 18.0 37.0 33.0 20.0 4.0 30.0 48.0 6.0 7.69140625 0.342
280000 16.0 41.0 35.0 20.0 22.0 5.0 49.0 46.0 81.0 26.0 26.0 56.0 95.0 64.0 8.0 35.0 25.0 15.0 1.0 14.0 23.0 4.0 5.81640625 0.292
281000 12.0 20.0 20.0 10.0 13.0 3.0 34.0 14.0 35.0 8.0 22.0 40.0 38.0 32.0 3.0 13.0 10.0 5.0 0.0 7.0 5.0 5.0 6.25390625 0.338
282000 22.0 53.0 54.0 35.0 34.0 9.0 71.0 52.0 111.0 38.0 36.0 70.0 109.0 112.0 13.0 39.0 38.0 23.0 1.0 31.0 48.0 5.65625 6.28515625 0.324
283000 20.0 58.0 58.0 35.0 36.0 9.0 87.0 65.0 132.0 40.0 33.0 65.0 124.0 123.0 16.0 45.0 46.0 27.0 2.0 34.0 48.0 3.3125 4.75390625 0.328
284000 14.0 39.0 36.0 19.0 21.0 3.0 57.0 44.0 89.0 27.0 21.0 43.0 85.0 76.0 5.0 32.0 28.0 16.0 0.0 12.0 27.0 2.90625 4.47265625 0.366
285000 19.0 48.0 44.0 33.0 30.0 11.0 61.0 51.0 97.0 32.0 31.0 67.0 104.0 95.0 16.0 39.0 33.0 21.0 3.0 24.0 42.0 4.625 6.34765625 0.345
286000 14.0 30.0 28.0 14.0 20.0 5.0 42.0 24.0 53.0 16.0 24.0 47.0 58.0 43.0 6.0 22.0 17.0 12.0 1.0 7.0 9.0 4.125 5.81640625 0.337
287000 17.0 46.0 42.0 28.0 26.0 8.0 64.0 54.0 99.0 26.0 28.0 54.0 103.0 87.0 16.0 36.0 30.0 21.0 3.0 25.0 28.0 3.75 5.37890625 0.401
288000 9.0 15.0 11.0 3.0 9.0 1.0 5.0 9.0 11.0 6.0 13.0 32.0 30.0 23.0 0.0 10.0 4.0 2.0 0.0 1.0 5.0 3.5 4.625 0.362
289000 20.0 47.0 46.0 24.0 32.0 9.0 65.0 45.0 96.0 34.0 35.0 71.0 92.0 103.0 13.0 38.0 38.0 25.0 3.0 19.0 33.0 5.34375 6.91015625 0.347
290000 19.0 48.0 42.0 26.0 26.0 5.0 59.0 50.0 99.0 29.0 33.0 63.0 105.0 79.0 11.0 36.0 26.0 17.0 1.0 20.0 39.0 4.65625 6.84765625 0.379
291000 21.0 51.0 50.0 35.0 33.0 12.0 67.0 53.0 102.0 35.0 32.0 70.0 109.0 92.0 19.0 40.0 34.0 22.0 3.0 26.0 35.0 5.5 6.41015625 0.346
292000 16.0 41.0 36.0 19.0 23.0 4.0 51.0 41.0 79.0 22.0 27.0 57.0 91.0 72.0 4.0 31.0 22.0 15.0 0.0 12.0 24.0 3.46875 5.41015625 0.387
293000 21.0 52.0 47.0 30.0 28.0 7.0 67.0 56.0 113.0 34.0 36.0 70.0 121.0 96.0 13.0 41.0 33.0 24.0 2.0 29.0 39.0 5.71875 7.78515625 0.327
294000 20.0 51.0 50.0 36.0 33.0 11.0 67.0 52.0 105.0 35.0 32.0 70.0 108.0 99.0 21.0 39.0 35.0 21.0 3.0 30.0 42.0 4.375 5.59765625 0.329
295000 18.0 51.0 44.0 33.0 30.0 10.0 59.0 58.0 104.0 34.0 31.0 60.0 113.0 92.0 19.0 43.0 27.0 21.0 4.0 25.0 54.0 3.3125 5.25390625 0.306
296000 18.0 44.0 47.0 33.0 27.0 9.0 72.0 48.0 100.0 32.0 28.0 64.0 95.0 103.0 21.0 35.0 38.0 19.0 3.0 30.0 37.0 4.875 5.50390625 0.362
297000 17.0 49.0 46.0 32.0 29.0 9.0 68.0 57.0 111.0 34.0 27.0 61.0 107.0 97.0 19.0 40.0 33.0 21.0 3.0 23.0 40.0 3.0625 4.53515625 0.307
298000 17.0 38.0 35.0 21.0 23.0 6.0 34.0 32.0 65.0 27.0 28.0 58.0 76.0 63.0 14.0 28.0 28.0 15.0 2.0 16.0 25.0 4.6875 5.96875 0.31
299000 19.0 41.0 42.0 29.0 27.0 9.0 58.0 32.0 80.0 27.0 32.0 69.0 75.0 75.0 13.0 29.0 30.0 17.0 2.0 17.0 27.0 5.3125 6.72265625 0.342
300000 13.0 31.0 35.0 22.0 20.0 6.0 58.0 28.0 75.0 24.0 20.0 50.0 62.0 81.0 15.0 24.0 30.0 14.0 2.0 18.0 33.0 3.3125 4.09765625 0.324
301000 20.0 54.0 49.0 35.0 35.0 12.0 67.0 59.0 110.0 37.0 34.0 74.0 113.0 100.0 18.0 44.0 33.0 25.0 4.0 25.0 47.0 4.0625 5.91015625 0.327
302000 14.0 25.0 23.0 11.0 16.0 4.0 34.0 17.0 37.0 13.0 23.0 48.0 53.0 52.0 2.0 18.0 14.0 9.0 0.0 5.0 11.0 5.25 6.87890625 0.376
303000 19.0 46.0 47.0 32.0 29.0 9.0 67.0 45.0 100.0 36.0 30.0 66.0 98.0 106.0 21.0 36.0 36.0 21.0 3.0 28.0 43.0 4.96875 6.09765625 0.317
304000 15.0 39.0 38.0 22.0 22.0 4.0 58.0 39.0 84.0 28.0 24.0 56.0 85.0 71.0 18.0 30.0 29.0 15.0 2.0 19.0 28.0 3.09375 4.59765625 0.306
305000 16.0 38.0 31.0 22.0 22.0 7.0 41.0 38.0 65.0 19.0 28.0 54.0 88.0 73.0 13.0 30.0 17.0 15.0 3.0 15.0 32.0 4.34375 6.37890625 0.297
306000 16.0 44.0 40.0 20.0 24.0 2.0 59.0 47.0 95.0 30.0 27.0 55.0 95.0 73.0 8.0 35.0 28.0 17.0 0.0 16.0 30.0 3.03125 4.84765625 0.344
307000 13.0 29.0 25.0 8.0 18.0 2.0 37.0 27.0 51.0 14.0 22.0 41.0 55.0 31.0 3.0 22.0 12.0 9.0 0.0 7.0 6.0 3.78125 5.50390625 0.323
308000 18.0 50.0 47.0 28.0 30.0 7.0 67.0 52.0 106.0 35.0 29.0 62.0 102.0 92.0 18.0 39.0 34.0 20.0 2.0 19.0 37.0 3.15625 4.91015625 0.293
309000 16.0 38.0 38.0 28.0 23.0 8.0 57.0 37.0 80.0 28.0 24.0 58.0 80.0 85.0 17.0 30.0 31.0 16.0 2.0 19.0 34.0 4.21875 5.47265625 0.322
310000 18.0 42.0 41.0 25.0 25.0 6.0 56.0 41.0 86.0 29.0 29.0 62.0 98.0 96.0 6.0 33.0 30.0 18.0 0.0 26.0 42.0 5.09375 6.31640625 0.338
311000 19.0 50.0 49.0 36.0 28.0 9.0 70.0 56.0 109.0 32.0 34.0 62.0 115.0 98.0 17.0 39.0 35.0 20.0 3.0 37.0 38.0 4.3125 5.41015625 0.307
312000 14.0 30.0 36.0 16.0 21.0 4.0 58.0 23.0 69.0 25.0 22.0 53.0 54.0 70.0 15.0 22.0 29.0 14.0 2.0 17.0 19.0 4.0 4.59765625 0.331
313000 18.0 45.0 46.0 25.0 29.0 6.0 64.0 43.0 94.0 32.0 29.0 62.0 99.0 99.0 16.0 34.0 33.0 19.0 2.0 24.0 34.0 3.96875 4.97265625 0.322
314000 20.0 57.0 51.0 41.0 34.0 12.0 70.0 65.0 124.0 40.0 35.0 67.0 124.0 101.0 26.0 49.0 36.0 27.0 6.0 36.0 56.0 3.8125 5.72265625 0.334
315000 8.0 18.0 17.0 8.0 12.0 3.0 31.0 13.0 30.0 8.0 13.0 26.0 37.0 42.0 2.0 14.0 11.0 6.0 0.0 4.0 8.0 1.875 3.25390625 0.31
316000 14.0 31.0 28.0 12.0 19.0 3.0 40.0 31.0 59.0 15.0 24.0 48.0 72.0 61.0 4.0 23.0 15.0 11.0 1.0 11.0 17.0 4.34375 5.62890625 0.336
317000 18.0 40.0 41.0 20.0 27.0 6.0 62.0 39.0 88.0 27.0 30.0 60.0 79.0 70.0 5.0 29.0 28.0 16.0 0.0 14.0 20.0 5.59375 6.78515625 0.344
318000 23.0 54.0 53.0 43.0 35.0 14.0 71.0 56.0 114.0 38.0 38.0 79.0 116.0 110.0 24.0 42.0 37.0 23.0 4.0 39.0 54.0 6.625 7.84765625 0.341
319000 19.0 52.0 47.0 26.0 32.0 7.0 64.0 55.0 108.0 34.0 33.0 63.0 110.0 102.0 12.0 41.0 35.0 23.0 2.0 23.0 46.0 3.59375 5.56640625 0.334
320000 16.0 41.0 41.0 30.0 25.0 8.0 62.0 42.0 91.0 33.0 25.0 60.0 89.0 91.0 27.0 35.0 34.0 20.0 5.0 22.0 38.0 3.71875 4.97265625 0.351
321000 12.0 37.0 31.0 15.0 20.0 3.0 50.0 45.0 80.0 24.0 20.0 41.0 82.0 50.0 7.0 34.0 20.0 15.0 1.0 11.0 16.0 1.75 3.66015625 0.33
322000 18.0 51.0 45.0 35.0 30.0 12.0 65.0 58.0 110.0 32.0 31.0 63.0 118.0 99.0 20.0 43.0 31.0 27.0 6.0 28.0 46.0 3.3125 5.31640625 0.372
323000 23.0 59.0 60.0 42.0 38.0 13.0 92.0 66.0 138.0 42.0 38.0 74.0 123.0 127.0 28.0 46.0 48.0 32.0 7.0 37.0 50.0 5.75 7.06640625 0.327
324000 17.0 42.0 38.0 23.0 23.0 6.0 56.0 42.0 84.0 26.0 27.0 59.0 93.0 78.0 7.0 32.0 27.0 16.0 0.0 15.0 26.0 4.21875 6.22265625 0.346
325000 27.0 73.0 75.0 56.0 46.0 16.0 111.0 81.0 176.0 55.0 46.0 87.0 153.0 155.0 33.0 55.0 59.0 39.0 7.0 56.0 69.0 5.6875 7.00390625 0.362
326000 14.0 35.0 31.0 18.0 19.0 4.0 43.0 35.0 67.0 18.0 23.0 50.0 76.0 63.0 4.0 26.0 19.0 11.0 0.0 11.0 23.0 3.21875 4.75390625 0.341
327000 14.0 37.0 31.0 10.0 21.0 1.0 45.0 41.0 73.0 20.0 22.0 47.0 83.0 62.0 2.0 30.0 19.0 16.0 0.0 8.0 15.0 3.28125 5.06640625 0.342
328000 17.0 47.0 41.0 22.0 26.0 6.0 61.0 54.0 102.0 25.0 28.0 55.0 103.0 77.0 7.0 36.0 27.0 18.0 2.0 15.0 24.0 3.4375 5.44140625 0.337
329000 19.0 47.0 44.0 29.0 29.0 8.0 59.0 44.0 89.0 30.0 31.0 63.0 96.0 82.0 14.0 36.0 31.0 19.0 2.0 20.0 34.0 4.21875 5.97265625 0.31
330000 17.0 43.0 38.0 21.0 25.0 5.0 52.0 42.0 81.0 24.0 29.0 59.0 97.0 78.0 4.0 33.0 24.0 17.0 0.0 14.0 27.0 3.71875 5.66015625 0.346
331000 12.0 33.0 29.0 20.0 20.0 6.0 41.0 39.0 69.0 18.0 20.0 41.0 74.0 58.0 7.0 24.0 15.0 12.0 1.0 13.0 24.0 2.5 3.37890625 0.341
332000 16.0 41.0 38.0 23.0 25.0 6.0 52.0 42.0 83.0 28.0 27.0 54.0 90.0 73.0 8.0 32.0 25.0 18.0 1.0 18.0 30.0 3.53125 4.94140625 0.334
333000 11.0 31.0 24.0 16.0 16.0 5.0 37.0 38.0 60.0 14.0 18.0 35.0 73.0 45.0 6.0 26.0 13.0 9.0 1.0 8.0 14.0 2.25 4.00390625 0.343
334000 15.0 40.0 36.0 15.0 24.0 3.0 54.0 41.0 80.0 23.0 23.0 47.0 82.0 63.0 2.0 31.0 23.0 16.0 0.0 8.0 16.0 2.96875 4.84765625 0.32
335000 18.0 42.0 43.0 26.0 28.0 8.0 60.0 34.0 82.0 29.0 29.0 62.0 85.0 87.0 15.0 29.0 30.0 16.0 2.0 23.0 36.0 4.1875 5.59765625 0.343
336000 16.0 42.0 40.0 23.0 26.0 6.0 57.0 42.0 87.0 25.0 26.0 56.0 91.0 86.0 7.0 31.0 27.0 17.0 1.0 20.0 33.0 3.21875 4.66015625 0.354
337000 14.0 37.0 36.0 23.0 21.0 5.0 56.0 38.0 81.0 24.0 22.0 51.0 79.0 74.0 8.0 28.0 25.0 13.0 0.0 15.0 27.0 2.84375 4.22265625 0.374
338000 23.0 59.0 58.0 48.0 38.0 15.0 76.0 57.0 123.0 46.0 39.0 78.0 122.0 129.0 35.0 46.0 42.0 28.0 7.0 42.0 68.0 4.78125 6.28515625 0.341
339000 15.0 39.0 38.0 22.0 24.0 6.0 53.0 36.0 83.0 22.0 26.0 49.0 86.0 82.0 8.0 26.0 24.0 15.0 1.0 22.0 35.0 2.875 4.19140625 0.344
340000 15.0 36.0 40.0 20.0 24.0 5.0 64.0 34.0 88.0 29.0 25.0 59.0 68.0 81.0 15.0 28.0 35.0 18.0 2.0 15.0 25.0 3.875 4.66015625 0.362
341000 21.0 55.0 51.0 43.0 33.0 13.0 71.0 61.0 119.0 40.0 34.0 71.0 120.0 105.0 27.0 45.0 37.0 23.0 4.0 35.0 56.0 4.9375 6.66015625 0.364
342000 19.0 53.0 45.0 31.0 29.0 9.0 66.0 62.0 115.0 32.0 32.0 66.0 119.0 90.0 19.0 45.0 30.0 24.0 5.0 25.0 41.0 4.0625 6.44140625 0.352
343000 17.0 42.0 42.0 30.0 26.0 8.0 62.0 42.0 91.0 31.0 27.0 60.0 88.0 90.0 21.0 33.0 32.0 18.0 3.0 22.0 40.0 4.21875 5.47265625 0.376
344000 16.0 44.0 42.0 30.0 24.0 6.0 65.0 48.0 101.0 33.0 24.0 54.0 97.0 88.0 20.0 35.0 31.0 17.0 2.0 23.0 44.0 3.28125 4.91015625 0.325
345000 27.0 72.0 66.0 55.0 45.0 17.0 84.0 76.0 148.0 50.0 47.0 92.0 154.0 133.0 34.0 56.0 44.0 32.0 6.0 46.0 75.0 5.5 7.72265625 0.373
346000 13.0 28.0 26.0 10.0 16.0 2.0 38.0 23.0 50.0 13.0 23.0 46.0 59.0 41.0 1.0 19.0 15.0 9.0 0.0 5.0 6.0 3.6875 5.12890625 0.414
347000 17.0 43.0 35.0 21.0 25.0 6.0 45.0 47.0 77.0 26.0 29.0 55.0 94.0 59.0 7.0 38.0 23.0 18.0 1.0 13.0 23.0 4.25 6.25390625 0.318
348000 16.0 40.0 38.0 25.0 25.0 8.0 52.0 43.0 80.0 25.0 26.0 58.0 88.0 76.0 7.0 31.0 24.0 15.0 1.0 17.0 26.0 3.875 4.94140625 0.347
349000 17.0 46.0 40.0 26.0 25.0 7.0 59.0 52.0 94.0 32.0 27.0 59.0 105.0 80.0 20.0 41.0 32.0 20.0 3.0 19.0 33.0 3.75 5.84765625 0.349
350000 16.0 32.0 33.0 19.0 25.0 7.0 48.0 23.0 57.0 20.0 27.0 50.0 55.0 69.0 12.0 23.0 21.0 14.0 3.0 13.0 24.0 5.0 6.28515625 0.321
351000 23.0 62.0 54.0 38.0 36.0 11.0 73.0 68.0 129.0 39.0 38.0 78.0 138.0 108.0 15.0 50.0 36.0 28.0 3.0 31.0 55.0 4.9375 7.44140625 0.357
352000 22.0 54.0 51.0 33.0 33.0 9.0 69.0 53.0 108.0 36.0 36.0 77.0 112.0 102.0 17.0 40.0 38.0 23.0 2.0 27.0 41.0 5.40625 7.28515625 0.335
353000 18.0 49.0 43.0 28.0 27.0 6.0 62.0 53.0 103.0 34.0 30.0 60.0 110.0 91.0 17.0 41.0 31.0 22.0 3.0 21.0 46.0 3.78125 5.97265625 0.298
354000 13.0 39.0 36.0 20.0 24.0 6.0 56.0 49.0 93.0 26.0 21.0 40.0 87.0 74.0 8.0 31.0 23.0 17.0 2.0 14.0 25.0 2.5 3.41015625 0.377
355000 12.0 32.0 24.0 10.0 17.0 2.0 22.0 34.0 53.0 16.0 20.0 40.0 73.0 58.0 1.0 25.0 15.0 12.0 0.0 4.0 16.0 2.46875 4.15625 0.359
356000 17.0 45.0 39.0 18.0 25.0 3.0 53.0 47.0 88.0 27.0 30.0 63.0 99.0 71.0 4.0 36.0 25.0 18.0 0.0 12.0 22.0 3.53125 5.50390625 0.351
357000 8.0 24.0 23.0 11.0 14.0 2.0 39.0 29.0 58.0 15.0 13.0 29.0 58.0 47.0 5.0 18.0 15.0 11.0 1.0 9.0 13.0 1.34375 1.87890625 0.327
358000 16.0 38.0 35.0 14.0 25.0 4.0 47.0 31.0 66.0 23.0 28.0 55.0 71.0 67.0 3.0 27.0 21.0 16.0 0.0 9.0 14.0 3.5625 5.44140625 0.362
359000 19.0 49.0 40.0 25.0 28.0 7.0 53.0 54.0 94.0 27.0 31.0 61.0 106.0 69.0 10.0 40.0 23.0 22.0 2.0 16.0 28.0 4.5625 6.91015625 0.373
360000 25.0 62.0 61.0 47.0 41.0 16.0 83.0 66.0 138.0 45.0 41.0 90.0 127.0 125.0 33.0 48.0 44.0 30.0 7.0 39.0 61.0 6.375 7.69140625 0.364
361000 23.0 63.0 57.0 44.0 36.0 12.0 79.0 71.0 134.0 37.0 41.0 71.0 147.0 123.0 23.0 46.0 36.0 27.0 4.0 44.0 66.0 4.6875 6.81640625 0.334
362000 17.0 40.0 42.0 23.0 26.0 6.0 63.0 40.0 91.0 30.0 28.0 61.0 80.0 86.0 15.0 30.0 34.0 18.0 2.0 18.0 29.0 4.65625 5.53515625 0.358
363000 15.0 38.0 31.0 15.0 20.0 3.0 41.0 38.0 67.0 17.0 25.0 52.0 88.0 63.0 4.0 29.0 17.0 13.0 0.0 11.0 20.0 3.34375 5.37890625 0.34
364000 17.0 46.0 44.0 29.0 25.0 7.0 65.0 54.0 104.0 35.0 27.0 59.0 106.0 85.0 22.0 40.0 34.0 20.0 3.0 24.0 34.0 3.9375 4.91015625 0.314
365000 12.0 31.0 27.0 10.0 16.0 1.0 40.0 33.0 62.0 14.0 20.0 43.0 70.0 49.0 2.0 24.0 16.0 10.0 0.0 9.0 10.0 2.71875 4.12890625 0.373
366000 21.0 53.0 49.0 33.0 36.0 12.0 64.0 57.0 109.0 36.0 34.0 71.0 110.0 98.0 16.0 38.0 32.0 25.0 4.0 24.0 45.0 5.1875 6.47265625 0.351
367000 23.0 56.0 54.0 35.0 37.0 10.0 69.0 52.0 108.0 39.0 38.0 81.0 110.0 107.0 18.0 42.0 39.0 26.0 2.0 25.0 45.0 5.28125 6.91015625 0.38
368000 19.0 41.0 42.0 26.0 24.0 6.0 59.0 37.0 87.0 24.0 32.0 63.0 85.0 80.0 7.0 26.0 27.0 12.0 0.0 18.0 37.0 6.0 6.84765625 0.366
369000 14.0 35.0 33.0 16.0 20.0 4.0 50.0 31.0 71.0 16.0 23.0 45.0 75.0 66.0 1.0 22.0 20.0 11.0 0.0 8.0 16.0 2.9375 4.66015625 0.345
370000 16.0 42.0 41.0 25.0 26.0 6.0 60.0 42.0 89.0 31.0 27.0 62.0 89.0 85.0 17.0 35.0 32.0 20.0 3.0 20.0 34.0 3.21875 4.59765625 0.294
371000 15.0 44.0 38.0 26.0 24.0 7.0 54.0 51.0 91.0 29.0 25.0 53.0 100.0 73.0 12.0 39.0 28.0 18.0 2.0 17.0 31.0 2.5 4.31640625 0.341
372000 17.0 50.0 46.0 31.0 28.0 8.0 70.0 58.0 115.0 34.0 26.0 58.0 112.0 93.0 14.0 42.0 32.0 23.0 2.0 24.0 37.0 2.8125 4.62890625 0.362
373000 17.0 42.0 40.0 20.0 25.0 4.0 58.0 42.0 86.0 26.0 27.0 57.0 86.0 79.0 6.0 32.0 28.0 16.0 0.0 13.0 25.0 4.21875 5.72265625 0.352
374000 14.0 34.0 28.0 13.0 20.0 4.0 40.0 37.0 61.0 19.0 24.0 48.0 77.0 48.0 3.0 30.0 14.0 13.0 0.0 10.0 11.0 3.8125 5.62890625 0.339
375000 18.0 45.0 37.0 28.0 26.0 10.0 45.0 49.0 78.0 21.0 31.0 59.0 98.0 73.0 16.0 35.0 20.0 15.0 4.0 18.0 37.0 4.625 6.25390625 0.334
376000 14.0 39.0 34.0 23.0 23.0 7.0 51.0 41.0 77.0 24.0 23.0 50.0 87.0 78.0 13.0 32.0 22.0 17.0 3.0 15.0 33.0 2.46875 4.41015625 0.33
377000 14.0 36.0 33.0 13.0 22.0 2.0 46.0 35.0 67.0 25.0 22.0 49.0 73.0 53.0 4.0 31.0 24.0 17.0 0.0 8.0 12.0 2.84375 4.31640625 0.34
378000 18.0 50.0 43.0 31.0 28.0 8.0 60.0 57.0 105.0 29.0 31.0 58.0 112.0 80.0 9.0 39.0 25.0 17.0 1.0 23.0 39.0 3.5625 5.59765625 0.332
379000 16.0 37.0 38.0 19.0 23.0 5.0 59.0 32.0 79.0 23.0 24.0 53.0 78.0 70.0 6.0 25.0 30.0 14.0 0.0 11.0 22.0 4.1875 5.66015625 0.332
380000 10.0 23.0 26.0 13.0 17.0 4.0 47.0 19.0 52.0 18.0 17.0 40.0 36.0 48.0 6.0 19.0 20.0 11.0 1.0 8.0 12.0 2.5 3.41015625 0.352
381000 17.0 48.0 43.0 29.0 27.0 8.0 62.0 56.0 100.0 26.0 30.0 57.0 114.0 101.0 12.0 38.0 30.0 20.0 2.0 29.0 39.0 3.3125 4.97265625 0.347
382000 18.0 45.0 41.0 27.0 27.0 8.0 59.0 49.0 93.0 28.0 29.0 61.0 102.0 86.0 10.0 35.0 29.0 17.0 1.0 20.0 35.0 4.625 6.34765625 0.347
383000 13.0 36.0 32.0 16.0 21.0 4.0 47.0 39.0 74.0 19.0 22.0 46.0 79.0 69.0 4.0 26.0 19.0 13.0 0.0 12.0 24.0 2.40625 3.94140625 0.359
384000 20.0 45.0 40.0 19.0 27.0 5.0 52.0 38.0 79.0 22.0 35.0 65.0 96.0 73.0 3.0 31.0 23.0 15.0 0.0 11.0 24.0 5.4375 7.66015625 0.365
385000 23.0 57.0 56.0 36.0 38.0 11.0 77.0 56.0 122.0 40.0 38.0 82.0 115.0 107.0 20.0 43.0 41.0 27.0 3.0 29.0 44.0 5.53125 7.22265625 0.383
386000 18.0 51.0 50.0 33.0 29.0 8.0 79.0 60.0 121.0 34.0 30.0 58.0 116.0 101.0 22.0 40.0 40.0 27.0 6.0 36.0 38.0 3.5 4.91015625 0.355
387000 11.0 27.0 20.0 8.0 16.0 3.0 16.0 27.0 38.0 16.0 19.0 42.0 59.0 36.0 0.0 24.0 9.0 10.0 0.0 1.0 8.0 2.65625 4.1875 0.347
388000 22.0 51.0 56.0 43.0 35.0 14.0 79.0 47.0 120.0 40.0 38.0 74.0 97.0 109.0 30.0 36.0 43.0 25.0 6.0 36.0 45.0 6.0625 6.72265625 0.365
389000 13.0 28.0 23.0 6.0 17.0 2.0 34.0 26.0 42.0 17.0 23.0 40.0 52.0 34.0 0.0 27.0 17.0 13.0 0.0 1.0 2.0 4.03125 5.87890625 0.359
390000 14.0 30.0 32.0 18.0 19.0 5.0 53.0 26.0 67.0 21.0 23.0 49.0 61.0 72.0 6.0 23.0 28.0 13.0 0.0 12.0 24.0 4.4375 5.59765625 0.349
391000 19.0 53.0 47.0 26.0 30.0 6.0 70.0 63.0 122.0 31.0 31.0 64.0 116.0 96.0 8.0 41.0 30.0 23.0 2.0 22.0 41.0 4.125 6.12890625 0.349
392000 14.0 38.0 35.0 23.0 22.0 6.0 53.0 40.0 81.0 22.0 23.0 51.0 80.0 74.0 7.0 29.0 23.0 14.0 1.0 13.0 28.0 2.71875 4.28515625 0.349
393000 20.0 50.0 48.0 30.0 30.0 8.0 66.0 55.0 105.0 37.0 32.0 69.0 108.0 92.0 24.0 44.0 37.0 24.0 4.0 23.0 37.0 5.375 6.34765625 0.318
394000 16.0 39.0 32.0 20.0 23.0 6.0 42.0 43.0 71.0 20.0 27.0 55.0 85.0 57.0 7.0 32.0 17.0 14.0 1.0 12.0 20.0 4.375 6.12890625 0.324
395000 18.0 48.0 42.0 31.0 28.0 9.0 54.0 50.0 95.0 28.0 32.0 59.0 104.0 91.0 18.0 38.0 26.0 20.0 4.0 24.0 45.0 3.65625 5.44140625 0.346
396000 16.0 42.0 39.0 23.0 26.0 6.0 55.0 42.0 85.0 26.0 27.0 58.0 88.0 80.0 7.0 33.0 27.0 18.0 1.0 16.0 31.0 3.21875 4.78515625 0.322
397000 20.0 50.0 43.0 30.0 29.0 9.0 56.0 52.0 94.0 26.0 34.0 66.0 110.0 80.0 9.0 36.0 25.0 15.0 1.0 20.0 38.0 4.75 6.91015625 0.334
398000 15.0 40.0 35.0 24.0 27.0 9.0 44.0 43.0 75.0 24.0 25.0 46.0 85.0 70.0 12.0 30.0 23.0 19.0 3.0 14.0 27.0 3.0 4.12890625 0.317
399000 15.0 36.0 35.0 16.0 25.0 5.0 49.0 35.0 72.0 23.0 24.0 49.0 76.0 71.0 3.0 24.0 22.0 15.0 0.0 11.0 18.0 3.71875 4.53515625 0.312
400000 16.0 41.0 35.0 17.0 24.0 4.0 46.0 40.0 71.0 25.0 27.0 53.0 90.0 73.0 4.0 33.0 23.0 16.0 0.0 14.0 28.0 3.34375 5.31640625 0.325
401000 18.0 53.0 49.0 29.0 29.0 6.0 74.0 63.0 119.0 34.0 31.0 59.0 122.0 97.0 17.0 43.0 36.0 25.0 3.0 31.0 38.0 3.125 4.87890625 0.358
402000 14.0 40.0 39.0 19.0 21.0 4.0 65.0 43.0 92.0 30.0 22.0 52.0 93.0 82.0 15.0 34.0 36.0 20.0 2.0 16.0 26.0 2.34375 4.00390625 0.322
403000 13.0 28.0 29.0 12.0 20.0 4.0 42.0 24.0 57.0 16.0 21.0 41.0 57.0 60.0 4.0 17.0 20.0 12.0 1.0 7.0 15.0 3.9375 4.50390625 0.333
404000 11.0 20.0 23.0 13.0 16.0 5.0 36.0 14.0 41.0 10.0 18.0 40.0 35.0 47.0 4.0 9.0 11.0 7.0 1.0 6.0 9.0 4.0 4.25390625 0.334
405000 23.0 54.0 53.0 34.0 37.0 11.0 72.0 52.0 109.0 38.0 36.0 77.0 110.0 104.0 20.0 40.0 37.0 26.0 4.0 23.0 36.0 6.15625 7.72265625 0.352
406000 11.0 26.0 23.0 7.0 18.0 2.0 24.0 21.0 40.0 17.0 17.0 36.0 45.0 38.0 2.0 20.0 15.0 10.0 0.0 3.0 10.0 2.5 3.84375 0.35
407000 18.0 41.0 40.0 28.0 26.0 9.0 56.0 35.0 81.0 25.0 30.0 65.0 91.0 94.0 14.0 29.0 28.0 17.0 3.0 21.0 42.0 4.8125 6.41015625 0.327
408000 12.0 31.0 34.0 20.0 20.0 6.0 56.0 27.0 71.0 24.0 19.0 44.0 62.0 78.0 14.0 24.0 32.0 15.0 2.0 15.0 27.0 2.1875 3.22265625 0.362
409000 21.0 58.0 51.0 39.0 32.0 11.0 69.0 65.0 123.0 39.0 35.0 70.0 135.0 109.0 18.0 48.0 35.0 26.0 3.0 33.0 55.0 4.125 6.28515625 0.335
410000 15.0 30.0 29.0 16.0 18.0 5.0 46.0 25.0 58.0 17.0 24.0 52.0 64.0 58.0 4.0 20.0 20.0 10.0 0.0 7.0 15.0 5.1875 6.78515625 0.348
411000 21.0 53.0 47.0 31.0 31.0 9.0 66.0 59.0 113.0 31.0 36.0 73.0 114.0 85.0 11.0 42.0 30.0 24.0 3.0 24.0 33.0 5.4375 7.44140625 0.384
412000 16.0 41.0 39.0 21.0 25.0 5.0 53.0 40.0 81.0 25.0 27.0 56.0 92.0 87.0 7.0 31.0 27.0 17.0 1.0 18.0 31.0 3.34375 4.69140625 0.305
413000 22.0 57.0 51.0 37.0 36.0 12.0 64.0 58.0 107.0 38.0 37.0 73.0 122.0 102.0 17.0 48.0 34.0 26.0 3.0 27.0 47.0 4.625 6.59765625 0.352
