t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
299000 19.0 48.0 46.0 35.0 30.0 11.0 63.0 50.0 99.0 32.0 31.0 38.0 69.0 101.0 95.0 19.0 37.0 32.0 19.0 3.0 27.0 44.0 0.263
300000 14.0 32.0 32.0 18.0 19.0 5.0 52.0 28.0 67.0 19.0 23.0 32.0 51.0 69.0 71.0 6.0 23.0 26.0 11.0 0.0 12.0 27.0 0.247
301000 20.0 53.0 49.0 35.0 33.0 10.0 65.0 54.0 109.0 35.0 35.0 36.0 69.0 111.0 104.0 18.0 42.0 33.0 24.0 4.0 27.0 52.0 0.238
302000 17.0 41.0 34.0 14.0 22.0 3.0 44.0 35.0 69.0 18.0 31.0 32.0 56.0 94.0 68.0 3.0 29.0 20.0 13.0 0.0 12.0 28.0 0.247
303000 15.0 37.0 36.0 19.0 23.0 5.0 52.0 36.0 75.0 23.0 23.0 32.0 52.0 79.0 81.0 3.0 28.0 27.0 15.0 0.0 14.0 26.0 0.28
304000 12.0 26.0 22.0 10.0 16.0 3.0 34.0 25.0 43.0 13.0 20.0 24.0 41.0 57.0 49.0 3.0 22.0 11.0 9.0 0.0 9.0 15.0 0.229
305000 19.0 47.0 42.0 27.0 27.0 8.0 58.0 47.0 94.0 26.0 32.0 38.0 66.0 105.0 81.0 5.0 35.0 26.0 16.0 0.0 21.0 34.0 0.259
306000 17.0 47.0 42.0 27.0 27.0 7.0 60.0 52.0 97.0 29.0 28.0 32.0 59.0 103.0 80.0 11.0 38.0 28.0 17.0 1.0 20.0 34.0 0.25
307000 17.0 43.0 38.0 27.0 25.0 8.0 54.0 48.0 89.0 24.0 28.0 34.0 60.0 96.0 79.0 7.0 34.0 23.0 15.0 1.0 20.0 35.0 0.258
308000 14.0 37.0 33.0 19.0 22.0 6.0 50.0 37.0 72.0 22.0 24.0 26.0 47.0 77.0 71.0 3.0 31.0 21.0 14.0 0.0 15.0 24.0 0.281
309000 16.0 43.0 37.0 21.0 25.0 6.0 52.0 44.0 82.0 25.0 27.0 30.0 54.0 93.0 84.0 9.0 34.0 27.0 17.0 2.0 15.0 32.0 0.282
310000 18.0 45.0 40.0 24.0 26.0 6.0 56.0 46.0 90.0 23.0 31.0 32.0 64.0 98.0 80.0 4.0 31.0 23.0 15.0 0.0 14.0 28.0 0.244
311000 14.0 33.0 33.0 18.0 19.0 4.0 54.0 30.0 72.0 19.0 23.0 31.0 51.0 71.0 67.0 7.0 23.0 24.0 10.0 0.0 13.0 27.0 0.28
312000 20.0 49.0 43.0 30.0 29.0 9.0 57.0 52.0 95.0 28.0 32.0 38.0 66.0 106.0 79.0 9.0 38.0 27.0 17.0 1.0 20.0 36.0 0.25
313000 11.0 23.0 22.0 10.0 16.0 3.0 22.0 16.0 34.0 14.0 18.0 26.0 39.0 42.0 52.0 4.0 17.0 16.0 8.0 0.0 5.0 14.0 0.269
314000 22.0 57.0 51.0 40.0 35.0 13.0 67.0 61.0 114.0 37.0 37.0 42.0 76.0 125.0 108.0 20.0 47.0 33.0 23.0 4.0 32.0 54.0 0.271
315000 18.0 47.0 43.0 26.0 27.0 6.0 60.0 48.0 96.0 30.0 29.0 33.0 60.0 101.0 89.0 6.0 36.0 30.0 18.0 0.0 21.0 37.0 0.288
316000 20.0 49.0 42.0 22.0 28.0 6.0 57.0 48.0 91.0 25.0 32.0 37.0 62.0 110.0 79.0 3.0 35.0 27.0 18.0 0.0 14.0 27.0 0.244
317000 20.0 56.0 49.0 36.0 31.0 9.0 68.0 62.0 116.0 37.0 33.0 37.0 67.0 127.0 97.0 23.0 44.0 32.0 21.0 3.0 30.0 55.0 0.272
318000 15.0 39.0 36.0 19.0 22.0 4.0 53.0 40.0 80.0 22.0 24.0 31.0 53.0 85.0 74.0 4.0 29.0 24.0 13.0 0.0 14.0 28.0 0.245
319000 16.0 39.0 37.0 20.0 23.0 4.0 56.0 37.0 84.0 22.0 27.0 32.0 52.0 84.0 78.0 5.0 27.0 24.0 13.0 0.0 16.0 39.0 0.257
320000 18.0 52.0 48.0 37.0 30.0 10.0 68.0 60.0 117.0 34.0 30.0 34.0 60.0 117.0 98.0 17.0 41.0 31.0 20.0 3.0 32.0 49.0 0.266
321000 17.0 41.0 39.0 24.0 24.0 6.0 57.0 40.0 82.0 28.0 25.0 36.0 59.0 88.0 79.0 17.0 32.0 31.0 16.0 2.0 18.0 32.0 0.261
322000 18.0 45.0 41.0 32.0 26.0 10.0 59.0 49.0 92.0 29.0 28.0 38.0 63.0 99.0 81.0 20.0 36.0 30.0 16.0 3.0 23.0 37.0 0.245
323000 14.0 34.0 34.0 18.0 20.0 5.0 54.0 30.0 70.0 21.0 23.0 31.0 51.0 76.0 76.0 14.0 25.0 28.0 13.0 2.0 14.0 27.0 0.226
324000 15.0 38.0 37.0 18.0 23.0 4.0 55.0 37.0 78.0 25.0 22.0 30.0 50.0 80.0 76.0 5.0 30.0 28.0 16.0 0.0 12.0 21.0 0.219
325000 19.0 52.0 44.0 29.0 29.0 8.0 62.0 61.0 111.0 30.0 33.0 35.0 58.0 118.0 85.0 11.0 42.0 25.0 18.0 2.0 23.0 39.0 0.276
326000 17.0 39.0 40.0 23.0 26.0 7.0 59.0 38.0 85.0 25.0 28.0 36.0 62.0 78.0 82.0 5.0 30.0 29.0 16.0 0.0 18.0 27.0 0.282
327000 18.0 44.0 39.0 29.0 26.0 9.0 54.0 48.0 89.0 24.0 30.0 35.0 64.0 96.0 79.0 7.0 34.0 23.0 15.0 1.0 20.0 35.0 0.253
328000 18.0 44.0 42.0 28.0 26.0 7.0 60.0 43.0 89.0 30.0 28.0 38.0 65.0 96.0 91.0 18.0 34.0 31.0 17.0 2.0 24.0 44.0 0.26
329000 16.0 38.0 40.0 19.0 28.0 6.0 59.0 32.0 80.0 26.0 27.0 32.0 58.0 66.0 81.0 8.0 27.0 29.0 17.0 1.0 14.0 27.0 0.272
330000 15.0 38.0 36.0 16.0 23.0 4.0 55.0 38.0 78.0 24.0 25.0 31.0 52.0 81.0 80.0 4.0 30.0 28.0 16.0 0.0 15.0 26.0 0.271
331000 18.0 45.0 38.0 22.0 26.0 7.0 49.0 50.0 86.0 24.0 30.0 34.0 62.0 102.0 81.0 4.0 37.0 25.0 17.0 1.0 17.0 30.0 0.273
332000 21.0 55.0 50.0 27.0 35.0 8.0 65.0 55.0 107.0 35.0 34.0 38.0 70.0 117.0 111.0 9.0 43.0 37.0 26.0 2.0 21.0 40.0 0.269
333000 17.0 45.0 41.0 30.0 27.0 10.0 59.0 49.0 91.0 31.0 28.0 36.0 61.0 102.0 92.0 19.0 39.0 32.0 20.0 3.0 23.0 40.0 0.294
334000 16.0 41.0 38.0 20.0 23.0 4.0 56.0 41.0 83.0 23.0 26.0 32.0 56.0 89.0 76.0 6.0 29.0 25.0 13.0 0.0 15.0 28.0 0.251
335000 16.0 35.0 36.0 17.0 24.0 5.0 53.0 28.0 69.0 22.0 27.0 34.0 53.0 69.0 80.0 3.0 26.0 25.0 14.0 0.0 15.0 26.0 0.282
336000 15.0 42.0 41.0 26.0 26.0 8.0 62.0 48.0 95.0 28.0 25.0 31.0 55.0 94.0 93.0 8.0 35.0 30.0 18.0 1.0 23.0 34.0 0.247
337000 13.0 30.0 25.0 14.0 18.0 5.0 24.0 31.0 53.0 15.0 21.0 29.0 41.0 66.0 50.0 2.0 23.0 17.0 9.0 0.0 6.0 17.0 0.278
338000 16.0 43.0 39.0 21.0 24.0 4.0 57.0 44.0 87.0 26.0 26.0 31.0 56.0 96.0 79.0 8.0 33.0 25.0 14.0 0.0 16.0 30.0 0.287
339000 18.0 43.0 41.0 24.0 26.0 6.0 59.0 42.0 86.0 29.0 28.0 38.0 62.0 95.0 88.0 17.0 34.0 30.0 18.0 2.0 21.0 36.0 0.26
340000 18.0 47.0 42.0 28.0 28.0 8.0 57.0 50.0 94.0 27.0 29.0 34.0 60.0 102.0 80.0 9.0 35.0 26.0 16.0 1.0 20.0 36.0 0.244
341000 20.0 48.0 44.0 30.0 28.0 8.0 60.0 46.0 91.0 31.0 32.0 41.0 71.0 107.0 96.0 18.0 37.0 31.0 19.0 2.0 25.0 46.0 0.252
342000 14.0 30.0 30.0 16.0 19.0 5.0 48.0 22.0 55.0 16.0 24.0 30.0 48.0 57.0 57.0 6.0 19.0 21.0 8.0 0.0 9.0 17.0 0.25
343000 11.0 26.0 22.0 7.0 13.0 1.0 37.0 25.0 49.0 12.0 19.0 21.0 38.0 64.0 40.0 1.0 21.0 15.0 9.0 0.0 4.0 8.0 0.281
344000 14.0 40.0 33.0 21.0 21.0 6.0 52.0 49.0 86.0 21.0 23.0 27.0 47.0 94.0 67.0 6.0 34.0 21.0 13.0 1.0 14.0 27.0 0.265
345000 17.0 39.0 39.0 28.0 24.0 8.0 57.0 37.0 80.0 28.0 26.0 37.0 63.0 83.0 86.0 17.0 30.0 31.0 16.0 2.0 20.0 35.0 0.287
346000 15.0 42.0 40.0 30.0 25.0 9.0 61.0 48.0 94.0 30.0 24.0 32.0 55.0 93.0 83.0 20.0 36.0 30.0 17.0 3.0 23.0 37.0 0.244
347000 11.0 22.0 22.0 13.0 15.0 4.0 24.0 16.0 36.0 17.0 17.0 29.0 40.0 43.0 57.0 14.0 18.0 19.0 9.0 2.0 10.0 21.0 0.222
348000 12.0 31.0 26.0 10.0 19.0 3.0 39.0 31.0 54.0 16.0 21.0 24.0 43.0 68.0 57.0 1.0 27.0 15.0 12.0 0.0 8.0 14.0 0.283
349000 16.0 43.0 41.0 32.0 25.0 9.0 62.0 49.0 97.0 31.0 24.0 33.0 58.0 97.0 85.0 21.0 36.0 30.0 17.0 3.0 25.0 39.0 0.244
350000 18.0 49.0 41.0 27.0 26.0 6.0 55.0 55.0 98.0 27.0 31.0 32.0 59.0 112.0 78.0 9.0 37.0 23.0 15.0 1.0 22.0 41.0 0.294
351000 20.0 47.0 46.0 30.0 28.0 7.0 65.0 42.0 99.0 29.0 33.0 39.0 65.0 99.0 87.0 14.0 30.0 29.0 15.0 1.0 24.0 42.0 0.26
352000 17.0 44.0 41.0 25.0 27.0 7.0 58.0 49.0 94.0 28.0 26.0 35.0 59.0 96.0 88.0 7.0 36.0 28.0 18.0 1.0 20.0 35.0 0.281
353000 14.0 37.0 36.0 25.0 23.0 8.0 55.0 34.0 78.0 23.0 24.0 28.0 51.0 80.0 84.0 14.0 28.0 28.0 15.0 3.0 19.0 43.0 0.277
354000 15.0 40.0 42.0 29.0 24.0 7.0 66.0 39.0 96.0 30.0 25.0 33.0 53.0 85.0 88.0 22.0 30.0 32.0 16.0 3.0 25.0 44.0 0.241
355000 20.0 54.0 48.0 35.0 31.0 10.0 65.0 58.0 108.0 35.0 33.0 38.0 69.0 122.0 95.0 21.0 44.0 32.0 21.0 3.0 29.0 47.0 0.253
356000 12.0 23.0 23.0 13.0 16.0 4.0 24.0 16.0 36.0 17.0 19.0 31.0 42.0 41.0 50.0 14.0 18.0 19.0 9.0 2.0 9.0 20.0 0.248
357000 16.0 42.0 41.0 25.0 29.0 9.0 60.0 40.0 85.0 30.0 28.0 30.0 60.0 84.0 91.0 14.0 36.0 31.0 22.0 3.0 20.0 32.0 0.264
358000 15.0 36.0 37.0 21.0 23.0 6.0 58.0 37.0 83.0 23.0 25.0 34.0 56.0 76.0 80.0 5.0 28.0 27.0 14.0 0.0 18.0 27.0 0.277
359000 18.0 45.0 40.0 26.0 26.0 8.0 57.0 49.0 90.0 26.0 29.0 37.0 62.0 99.0 83.0 8.0 35.0 28.0 16.0 1.0 19.0 33.0 0.235
360000 16.0 32.0 34.0 19.0 23.0 6.0 50.0 23.0 61.0 21.0 26.0 35.0 58.0 57.0 71.0 5.0 23.0 24.0 13.0 0.0 14.0 27.0 0.26
361000 21.0 56.0 49.0 33.0 33.0 10.0 66.0 61.0 111.0 36.0 34.0 40.0 72.0 125.0 103.0 22.0 46.0 33.0 23.0 4.0 26.0 50.0 0.259
362000 15.0 38.0 33.0 14.0 20.0 2.0 50.0 40.0 77.0 18.0 25.0 29.0 49.0 85.0 66.0 2.0 27.0 20.0 11.0 0.0 10.0 22.0 0.274
363000 21.0 54.0 50.0 38.0 33.0 12.0 68.0 57.0 110.0 36.0 35.0 42.0 72.0 120.0 106.0 20.0 43.0 36.0 22.0 3.0 35.0 56.0 0.26
364000 16.0 39.0 41.0 25.0 25.0 7.0 63.0 36.0 88.0 25.0 27.0 34.0 58.0 83.0 91.0 8.0 28.0 31.0 16.0 1.0 24.0 38.0 0.249
365000 17.0 42.0 37.0 19.0 24.0 4.0 52.0 42.0 81.0 22.0 27.0 33.0 57.0 93.0 78.0 4.0 31.0 23.0 14.0 0.0 15.0 32.0 0.269
366000 18.0 47.0 45.0 28.0 29.0 8.0 63.0 46.0 98.0 29.0 30.0 35.0 63.0 101.0 90.0 7.0 35.0 30.0 17.0 0.0 25.0 39.0 0.237
367000 18.0 41.0 41.0 28.0 25.0 7.0 59.0 39.0 85.0 28.0 29.0 37.0 62.0 88.0 83.0 18.0 30.0 29.0 15.0 2.0 22.0 36.0 0.28
368000 20.0 52.0 50.0 37.0 31.0 9.0 69.0 52.0 110.0 34.0 33.0 36.0 66.0 113.0 100.0 18.0 37.0 32.0 19.0 2.0 31.0 49.0 0.278
369000 15.0 32.0 35.0 18.0 23.0 6.0 53.0 23.0 61.0 22.0 24.0 34.0 53.0 60.0 79.0 14.0 23.0 28.0 13.0 2.0 15.0 25.0 0.267
370000 15.0 42.0 37.0 21.0 24.0 6.0 54.0 48.0 87.0 24.0 23.0 30.0 50.0 93.0 74.0 6.0 34.0 26.0 15.0 1.0 15.0 27.0 0.25
371000 17.0 45.0 38.0 27.0 25.0 8.0 53.0 50.0 89.0 22.0 29.0 31.0 59.0 99.0 70.0 7.0 34.0 21.0 13.0 1.0 17.0 30.0 0.24
372000 21.0 49.0 43.0 26.0 28.0 7.0 55.0 48.0 90.0 28.0 35.0 40.0 72.0 108.0 85.0 5.0 36.0 29.0 18.0 0.0 18.0 33.0 0.258
373000 19.0 54.0 51.0 40.0 32.0 11.0 72.0 61.0 121.0 39.0 30.0 36.0 62.0 119.0 103.0 26.0 44.0 35.0 22.0 4.0 34.0 52.0 0.266
374000 17.0 47.0 44.0 29.0 28.0 8.0 63.0 52.0 100.0 32.0 26.0 34.0 60.0 105.0 92.0 19.0 39.0 31.0 20.0 3.0 23.0 37.0 0.258
375000 24.0 62.0 58.0 42.0 39.0 12.0 76.0 64.0 127.0 43.0 40.0 41.0 79.0 130.0 109.0 23.0 47.0 40.0 26.0 3.0 34.0 61.0 0.271
376000 22.0 57.0 51.0 33.0 34.0 9.0 70.0 63.0 121.0 36.0 37.0 41.0 69.0 122.0 94.0 13.0 45.0 33.0 23.0 2.0 26.0 47.0 0.25
377000 23.0 54.0 53.0 42.0 35.0 13.0 69.0 50.0 106.0 37.0 38.0 45.0 81.0 117.0 119.0 27.0 40.0 38.0 23.0 5.0 39.0 62.0 0.255
378000 18.0 52.0 50.0 39.0 32.0 12.0 71.0 58.0 115.0 37.0 29.0 34.0 64.0 116.0 109.0 22.0 43.0 37.0 23.0 4.0 36.0 52.0 0.249
379000 11.0 25.0 26.0 9.0 16.0 2.0 45.0 20.0 53.0 12.0 19.0 25.0 40.0 47.0 53.0 1.0 16.0 16.0 7.0 0.0 6.0 12.0 0.239
380000 13.0 32.0 29.0 11.0 17.0 1.0 43.0 34.0 66.0 17.0 20.0 28.0 47.0 74.0 64.0 2.0 25.0 19.0 11.0 0.0 10.0 20.0 0.278
381000 15.0 34.0 33.0 18.0 22.0 6.0 52.0 32.0 68.0 21.0 25.0 34.0 54.0 68.0 69.0 6.0 27.0 24.0 12.0 0.0 13.0 21.0 0.268
382000 13.0 33.0 27.0 11.0 20.0 3.0 27.0 32.0 54.0 21.0 21.0 28.0 40.0 69.0 55.0 2.0 28.0 19.0 14.0 0.0 7.0 18.0 0.292
383000 19.0 53.0 49.0 33.0 32.0 10.0 69.0 59.0 114.0 36.0 32.0 36.0 68.0 117.0 105.0 18.0 43.0 35.0 23.0 3.0 29.0 49.0 0.282
384000 15.0 43.0 39.0 24.0 24.0 6.0 59.0 50.0 94.0 26.0 24.0 30.0 54.0 96.0 78.0 9.0 35.0 26.0 15.0 1.0 18.0 30.0 0.248
385000 16.0 38.0 38.0 18.0 25.0 4.0 56.0 32.0 77.0 25.0 27.0 32.0 53.0 72.0 73.0 5.0 27.0 25.0 14.0 0.0 15.0 29.0 0.257
386000 20.0 49.0 46.0 32.0 29.0 8.0 65.0 49.0 101.0 34.0 33.0 40.0 68.0 105.0 97.0 19.0 37.0 33.0 19.0 2.0 27.0 54.0 0.254
387000 16.0 43.0 40.0 25.0 26.0 7.0 57.0 48.0 92.0 27.0 26.0 32.0 57.0 92.0 79.0 7.0 35.0 27.0 17.0 1.0 18.0 30.0 0.254
388000 18.0 49.0 43.0 30.0 29.0 10.0 60.0 56.0 103.0 30.0 30.0 35.0 64.0 112.0 98.0 14.0 42.0 28.0 22.0 4.0 24.0 41.0 0.27
389000 14.0 33.0 31.0 17.0 24.0 6.0 31.0 30.0 56.0 25.0 24.0 32.0 52.0 62.0 72.0 14.0 29.0 25.0 16.0 2.0 13.0 23.0 0.244
390000 18.0 45.0 43.0 29.0 26.0 7.0 62.0 45.0 94.0 31.0 28.0 38.0 64.0 99.0 88.0 18.0 35.0 31.0 17.0 2.0 25.0 41.0 0.24
391000 19.0 50.0 46.0 31.0 30.0 9.0 65.0 53.0 105.0 33.0 32.0 37.0 64.0 113.0 110.0 14.0 40.0 33.0 23.0 3.0 29.0 54.0 0.281
392000 14.0 39.0 36.0 22.0 24.0 7.0 54.0 45.0 86.0 23.0 23.0 26.0 47.0 87.0 78.0 4.0 32.0 25.0 16.0 1.0 16.0 24.0 0.245
393000 14.0 40.0 35.0 23.0 22.0 6.0 53.0 47.0 87.0 22.0 23.0 27.0 50.0 91.0 69.0 7.0 32.0 21.0 13.0 1.0 16.0 27.0 0.238
394000 14.0 32.0 33.0 18.0 21.0 5.0 52.0 25.0 63.0 20.0 24.0 31.0 52.0 62.0 71.0 7.0 23.0 23.0 11.0 0.0 15.0 27.0 0.244
395000 16.0 42.0 39.0 22.0 24.0 5.0 56.0 43.0 87.0 22.0 27.0 31.0 55.0 94.0 81.0 2.0 30.0 24.0 14.0 0.0 19.0 30.0 0.244
396000 15.0 34.0 36.0 21.0 21.0 6.0 57.0 30.0 75.0 23.0 24.0 36.0 54.0 71.0 76.0 14.0 25.0 30.0 13.0 2.0 19.0 29.0 0.265
397000 19.0 52.0 47.0 27.0 33.0 9.0 67.0 60.0 113.0 32.0 30.0 35.0 64.0 112.0 100.0 10.0 42.0 34.0 25.0 3.0 20.0 34.0 0.252
398000 9.0 21.0 17.0 7.0 12.0 2.0 17.0 17.0 30.0 11.0 14.0 23.0 32.0 42.0 38.0 2.0 16.0 12.0 5.0 0.0 3.0 15.0 0.282
399000 18.0 42.0 44.0 25.0 28.0 7.0 63.0 36.0 88.0 29.0 28.0 37.0 64.0 83.0 91.0 18.0 30.0 34.0 18.0 3.0 20.0 36.0 0.267
400000 17.0 44.0 42.0 28.0 26.0 7.0 60.0 43.0 89.0 31.0 27.0 35.0 63.0 99.0 95.0 18.0 35.0 31.0 19.0 2.0 24.0 43.0 0.275
401000 14.0 35.0 31.0 15.0 23.0 5.0 47.0 33.0 64.0 19.0 24.0 25.0 46.0 70.0 58.0 3.0 27.0 18.0 12.0 0.0 10.0 18.0 0.261
402000 21.0 54.0 49.0 30.0 32.0 8.0 66.0 58.0 110.0 32.0 35.0 39.0 70.0 122.0 99.0 9.0 41.0 30.0 19.0 1.0 28.0 41.0 0.277
403000 21.0 54.0 50.0 37.0 33.0 11.0 66.0 56.0 108.0 33.0 36.0 39.0 73.0 121.0 105.0 11.0 41.0 32.0 20.0 1.0 33.0 50.0 0.26
404000 14.0 32.0 32.0 17.0 22.0 6.0 50.0 27.0 64.0 18.0 23.0 30.0 49.0 61.0 74.0 10.0 24.0 22.0 13.0 3.0 13.0 24.0 0.281
405000 21.0 55.0 53.0 42.0 33.0 11.0 72.0 55.0 116.0 40.0 35.0 40.0 69.0 118.0 109.0 28.0 41.0 37.0 22.0 4.0 37.0 57.0 0.253
406000 15.0 37.0 37.0 16.0 22.0 4.0 60.0 35.0 82.0 23.0 24.0 33.0 52.0 82.0 76.0 4.0 28.0 30.0 16.0 0.0 13.0 22.0 0.264
407000 19.0 52.0 47.0 30.0 32.0 9.0 64.0 57.0 106.0 32.0 31.0 35.0 64.0 112.0 96.0 12.0 42.0 30.0 20.0 2.0 22.0 37.0 0.266
408000 16.0 39.0 39.0 23.0 23.0 5.0 59.0 39.0 85.0 27.0 24.0 35.0 58.0 84.0 82.0 16.0 29.0 29.0 15.0 2.0 19.0 32.0 0.277
409000 18.0 47.0 46.0 32.0 30.0 10.0 65.0 46.0 99.0 32.0 29.0 35.0 65.0 101.0 96.0 20.0 36.0 33.0 20.0 3.0 26.0 41.0 0.254
410000 18.0 45.0 38.0 26.0 25.0 8.0 53.0 49.0 87.0 24.0 29.0 36.0 60.0 100.0 72.0 8.0 34.0 25.0 14.0 1.0 17.0 33.0 0.262
411000 16.0 44.0 37.0 21.0 24.0 6.0 56.0 53.0 95.0 23.0 26.0 31.0 55.0 97.0 70.0 6.0 34.0 24.0 14.0 1.0 13.0 26.0 0.248
412000 24.0 61.0 54.0 37.0 37.0 11.0 67.0 61.0 114.0 36.0 42.0 41.0 80.0 131.0 100.0 11.0 46.0 32.0 22.0 1.0 30.0 45.0 0.262
413000 16.0 41.0 38.0 27.0 24.0 8.0 58.0 47.0 90.0 26.0 26.0 33.0 58.0 90.0 76.0 10.0 34.0 26.0 15.0 1.0 18.0 30.0 0.256
414000 19.0 51.0 47.0 36.0 31.0 11.0 66.0 56.0 107.0 36.0 29.0 36.0 66.0 111.0 97.0 24.0 43.0 35.0 22.0 4.0 28.0 48.0 0.237
415000 15.0 40.0 40.0 28.0 25.0 9.0 60.0 44.0 90.0 29.0 24.0 33.0 55.0 87.0 89.0 18.0 33.0 32.0 18.0 3.0 22.0 34.0 0.258
416000 18.0 50.0 45.0 25.0 28.0 6.0 68.0 55.0 114.0 28.0 31.0 32.0 59.0 111.0 91.0 2.0 36.0 29.0 20.0 0.0 23.0 33.0 0.283
417000 19.0 49.0 47.0 36.0 31.0 11.0 64.0 51.0 101.0 34.0 30.0 38.0 67.0 105.0 98.0 21.0 39.0 33.0 20.0 3.0 29.0 47.0 0.259
418000 13.0 28.0 24.0 7.0 18.0 2.0 34.0 21.0 40.0 10.0 23.0 24.0 43.0 60.0 54.0 1.0 20.0 11.0 9.0 0.0 6.0 11.0 0.266
419000 21.0 54.0 54.0 38.0 33.0 9.0 77.0 55.0 121.0 40.0 33.0 41.0 69.0 117.0 109.0 26.0 41.0 39.0 24.0 4.0 35.0 52.0 0.284
420000 20.0 52.0 45.0 27.0 31.0 8.0 58.0 50.0 94.0 31.0 33.0 37.0 66.0 116.0 100.0 11.0 40.0 32.0 22.0 2.0 21.0 44.0 0.275
421000 14.0 31.0 31.0 17.0 20.0 5.0 49.0 25.0 61.0 19.0 23.0 32.0 51.0 61.0 68.0 5.0 23.0 22.0 11.0 0.0 14.0 28.0 0.228
422000 20.0 55.0 50.0 31.0 32.0 7.0 71.0 59.0 118.0 37.0 35.0 38.0 68.0 121.0 107.0 14.0 43.0 34.0 23.0 1.0 29.0 56.0 0.248
423000 19.0 52.0 48.0 39.0 30.0 11.0 68.0 58.0 113.0 34.0 32.0 36.0 63.0 117.0 96.0 20.0 40.0 32.0 19.0 3.0 33.0 46.0 0.273
424000 17.0 43.0 43.0 31.0 30.0 11.0 62.0 40.0 87.0 32.0 28.0 35.0 62.0 83.0 92.0 26.0 36.0 33.0 20.0 5.0 26.0 41.0 0.272
425000 11.0 28.0 25.0 9.0 17.0 2.0 29.0 26.0 52.0 17.0 18.0 24.0 40.0 54.0 52.0 4.0 20.0 16.0 8.0 0.0 4.0 16.0 0.26
426000 14.0 33.0 35.0 22.0 21.0 7.0 58.0 35.0 80.0 24.0 21.0 32.0 47.0 71.0 75.0 14.0 27.0 30.0 14.0 2.0 17.0 24.0 0.301
427000 14.0 33.0 32.0 13.0 20.0 3.0 50.0 30.0 69.0 17.0 24.0 29.0 47.0 69.0 69.0 1.0 24.0 23.0 12.0 0.0 10.0 24.0 0.256
428000 14.0 42.0 38.0 19.0 23.0 3.0 59.0 48.0 95.0 28.0 23.0 27.0 45.0 96.0 83.0 5.0 35.0 26.0 16.0 0.0 16.0 34.0 0.272
429000 17.0 43.0 41.0 22.0 25.0 5.0 61.0 44.0 91.0 26.0 28.0 35.0 58.0 96.0 87.0 5.0 32.0 29.0 16.0 0.0 22.0 34.0 0.261
430000 12.0 25.0 26.0 15.0 18.0 5.0 28.0 19.0 45.0 22.0 19.0 31.0 43.0 47.0 59.0 14.0 22.0 21.0 12.0 2.0 12.0 19.0 0.269
431000 17.0 39.0 38.0 19.0 25.0 5.0 54.0 33.0 77.0 23.0 28.0 35.0 57.0 82.0 81.0 5.0 27.0 26.0 14.0 0.0 15.0 33.0 0.285
432000 13.0 30.0 25.0 10.0 19.0 3.0 25.0 29.0 48.0 18.0 21.0 30.0 44.0 64.0 59.0 4.0 26.0 17.0 12.0 0.0 6.0 15.0 0.272
433000 15.0 33.0 34.0 15.0 22.0 4.0 53.0 26.0 65.0 21.0 25.0 33.0 54.0 62.0 72.0 5.0 24.0 25.0 13.0 0.0 13.0 23.0 0.278
434000 16.0 41.0 40.0 23.0 25.0 5.0 58.0 40.0 85.0 28.0 25.0 30.0 58.0 88.0 86.0 8.0 32.0 29.0 17.0 0.0 19.0 35.0 0.281
435000 17.0 41.0 37.0 21.0 23.0 5.0 53.0 41.0 81.0 21.0 28.0 34.0 57.0 93.0 76.0 3.0 29.0 24.0 13.0 0.0 18.0 28.0 0.233
436000 13.0 27.0 28.0 10.0 18.0 3.0 44.0 21.0 51.0 17.0 21.0 31.0 48.0 52.0 65.0 2.0 21.0 23.0 11.0 0.0 10.0 20.0 0.258
437000 15.0 38.0 28.0 18.0 20.0 6.0 38.0 43.0 65.0 15.0 24.0 25.0 45.0 90.0 50.0 6.0 29.0 14.0 10.0 1.0 10.0 19.0 0.274
438000 14.0 33.0 33.0 12.0 20.0 2.0 53.0 34.0 72.0 24.0 22.0 32.0 51.0 70.0 69.0 4.0 29.0 29.0 16.0 0.0 12.0 18.0 0.277
439000 17.0 40.0 40.0 23.0 25.0 6.0 58.0 34.0 80.0 25.0 29.0 35.0 59.0 83.0 79.0 17.0 28.0 28.0 13.0 2.0 19.0 34.0 0.263
440000 13.0 36.0 34.0 20.0 21.0 6.0 55.0 43.0 82.0 23.0 21.0 29.0 47.0 80.0 72.0 7.0 31.0 26.0 14.0 1.0 15.0 23.0 0.252
441000 16.0 46.0 40.0 28.0 27.0 9.0 58.0 53.0 96.0 29.0 27.0 31.0 57.0 105.0 88.0 11.0 40.0 28.0 20.0 2.0 20.0 40.0 0.243
442000 15.0 42.0 40.0 26.0 25.0 7.0 60.0 48.0 94.0 28.0 24.0 31.0 56.0 93.0 87.0 9.0 35.0 28.0 17.0 1.0 21.0 34.0 0.231
443000 19.0 45.0 44.0 32.0 27.0 9.0 62.0 39.0 90.0 30.0 32.0 38.0 67.0 96.0 93.0 18.0 31.0 32.0 17.0 2.0 22.0 42.0 0.266
