t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
29000 16.0 38.0 35.0 21.0 22.0 5.0 51.0 38.0 77.0 21.0 26.0 33.0 57.0 84.0 76.0 4.0 28.0 22.0 13.0 0.0 16.0 31.0 0.18
29100 16.0 37.0 36.0 17.0 23.0 4.0 49.0 30.0 68.0 22.0 28.0 33.0 57.0 78.0 77.0 5.0 27.0 27.0 14.0 0.0 16.0 35.0 0.26
29200 16.0 33.0 31.0 11.0 22.0 3.0 45.0 30.0 59.0 20.0 27.0 33.0 54.0 64.0 56.0 3.0 26.0 20.0 12.0 0.0 8.0 13.0 0.28
29300 14.0 35.0 31.0 19.0 22.0 7.0 45.0 37.0 69.0 20.0 24.0 28.0 51.0 80.0 73.0 10.0 30.0 21.0 16.0 3.0 14.0 26.0 0.36
29400 17.0 47.0 39.0 25.0 26.0 7.0 54.0 52.0 92.0 24.0 29.0 31.0 58.0 106.0 78.0 7.0 36.0 23.0 15.0 1.0 19.0 38.0 0.31
29500 20.0 52.0 46.0 30.0 30.0 7.0 63.0 58.0 109.0 33.0 32.0 37.0 65.0 115.0 89.0 11.0 41.0 29.0 19.0 1.0 24.0 44.0 0.31
29600 19.0 46.0 42.0 26.0 28.0 8.0 58.0 49.0 91.0 27.0 29.0 37.0 61.0 98.0 79.0 8.0 36.0 29.0 17.0 1.0 17.0 27.0 0.35
29700 20.0 48.0 45.0 36.0 29.0 11.0 62.0 50.0 98.0 31.0 32.0 40.0 69.0 103.0 86.0 21.0 36.0 30.0 17.0 3.0 26.0 42.0 0.23
29800 15.0 34.0 36.0 18.0 22.0 4.0 58.0 30.0 76.0 24.0 25.0 34.0 53.0 66.0 79.0 5.0 25.0 25.0 13.0 0.0 17.0 30.0 0.27
29900 13.0 28.0 32.0 17.0 20.0 5.0 54.0 23.0 64.0 20.0 21.0 31.0 50.0 51.0 72.0 8.0 21.0 24.0 12.0 1.0 13.0 22.0 0.2
30000 14.0 32.0 30.0 16.0 22.0 6.0 48.0 32.0 64.0 17.0 24.0 28.0 50.0 60.0 57.0 4.0 25.0 17.0 11.0 1.0 8.0 13.0 0.23
30100 8.0 17.0 17.0 5.0 11.0 1.0 32.0 13.0 32.0 6.0 14.0 18.0 30.0 33.0 35.0 1.0 12.0 8.0 4.0 0.0 3.0 5.0 0.3
30200 14.0 33.0 33.0 13.0 23.0 4.0 50.0 31.0 68.0 19.0 25.0 29.0 52.0 64.0 70.0 1.0 26.0 21.0 13.0 0.0 11.0 17.0 0.18
30300 15.0 42.0 37.0 21.0 24.0 6.0 54.0 48.0 87.0 24.0 23.0 30.0 50.0 93.0 74.0 6.0 34.0 26.0 15.0 1.0 15.0 27.0 0.23
30400 17.0 47.0 42.0 27.0 27.0 7.0 62.0 54.0 101.0 31.0 29.0 33.0 57.0 103.0 82.0 11.0 39.0 30.0 18.0 1.0 20.0 35.0 0.28
30500 21.0 57.0 53.0 36.0 34.0 9.0 73.0 59.0 120.0 42.0 35.0 40.0 72.0 123.0 112.0 24.0 45.0 40.0 26.0 3.0 29.0 53.0 0.24
30600 16.0 42.0 37.0 19.0 23.0 4.0 53.0 43.0 82.0 23.0 26.0 31.0 57.0 94.0 77.0 4.0 32.0 24.0 15.0 0.0 13.0 28.0 0.25
30700 21.0 53.0 49.0 37.0 32.0 11.0 66.0 56.0 108.0 33.0 35.0 40.0 74.0 117.0 101.0 11.0 41.0 32.0 20.0 1.0 32.0 49.0 0.27
30800 19.0 51.0 46.0 34.0 31.0 11.0 63.0 57.0 107.0 30.0 32.0 36.0 66.0 114.0 102.0 14.0 41.0 30.0 21.0 4.0 30.0 47.0 0.28
30900 19.0 50.0 43.0 32.0 29.0 10.0 57.0 54.0 98.0 27.0 33.0 35.0 66.0 110.0 85.0 7.0 39.0 25.0 17.0 1.0 23.0 41.0 0.36
31000 18.0 48.0 45.0 31.0 28.0 7.0 65.0 50.0 103.0 32.0 30.0 34.0 62.0 104.0 94.0 13.0 36.0 30.0 18.0 1.0 24.0 48.0 0.27
31100 20.0 52.0 51.0 42.0 31.0 11.0 71.0 52.0 112.0 37.0 33.0 39.0 68.0 114.0 105.0 28.0 38.0 35.0 20.0 4.0 37.0 57.0 0.2
31200 20.0 53.0 48.0 35.0 30.0 9.0 68.0 60.0 114.0 36.0 32.0 39.0 69.0 118.0 97.0 21.0 43.0 32.0 21.0 3.0 28.0 47.0 0.24
31300 13.0 30.0 32.0 16.0 19.0 4.0 52.0 27.0 69.0 19.0 21.0 30.0 48.0 64.0 75.0 3.0 22.0 25.0 12.0 0.0 14.0 28.0 0.27
31400 18.0 41.0 41.0 27.0 26.0 8.0 60.0 39.0 87.0 26.0 30.0 38.0 64.0 87.0 81.0 17.0 29.0 29.0 14.0 2.0 22.0 33.0 0.29
31500 15.0 38.0 34.0 14.0 21.0 2.0 51.0 40.0 78.0 20.0 23.0 30.0 51.0 83.0 68.0 2.0 29.0 22.0 13.0 0.0 10.0 21.0 0.29
31600 17.0 40.0 35.0 16.0 23.0 4.0 50.0 39.0 74.0 22.0 28.0 35.0 55.0 86.0 69.0 4.0 30.0 26.0 14.0 0.0 12.0 27.0 0.28
31700 17.0 46.0 40.0 28.0 26.0 8.0 56.0 51.0 93.0 26.0 28.0 33.0 59.0 102.0 77.0 9.0 36.0 25.0 15.0 1.0 20.0 36.0 0.2
31800 14.0 40.0 37.0 25.0 23.0 7.0 58.0 47.0 90.0 26.0 23.0 29.0 51.0 90.0 76.0 10.0 34.0 26.0 15.0 1.0 18.0 30.0 0.25
31900 12.0 26.0 31.0 18.0 19.0 6.0 52.0 19.0 57.0 21.0 19.0 29.0 47.0 44.0 65.0 14.0 20.0 27.0 12.0 2.0 13.0 21.0 0.28
32000 11.0 27.0 21.0 8.0 15.0 2.0 20.0 23.0 39.0 12.0 19.0 24.0 37.0 61.0 49.0 0.0 20.0 12.0 8.0 0.0 5.0 13.0 0.17
32100 13.0 33.0 29.0 14.0 21.0 4.0 30.0 32.0 57.0 21.0 22.0 29.0 46.0 70.0 66.0 4.0 27.0 20.0 12.0 0.0 12.0 20.0 0.3
32200 18.0 39.0 40.0 20.0 26.0 6.0 57.0 32.0 77.0 24.0 30.0 38.0 61.0 77.0 83.0 4.0 28.0 31.0 16.0 0.0 16.0 26.0 0.25
32300 16.0 36.0 36.0 20.0 22.0 5.0 55.0 31.0 74.0 21.0 27.0 34.0 57.0 76.0 76.0 7.0 25.0 26.0 12.0 0.0 16.0 34.0 0.26
32400 17.0 44.0 44.0 26.0 27.0 7.0 64.0 44.0 97.0 26.0 29.0 33.0 60.0 95.0 86.0 5.0 31.0 29.0 15.0 0.0 25.0 32.0 0.27
32500 17.0 45.0 41.0 30.0 27.0 9.0 57.0 49.0 93.0 28.0 28.0 33.0 62.0 98.0 85.0 9.0 36.0 27.0 17.0 1.0 22.0 40.0 0.26
32600 16.0 38.0 35.0 21.0 22.0 5.0 49.0 38.0 75.0 22.0 26.0 32.0 58.0 85.0 77.0 7.0 29.0 23.0 14.0 1.0 16.0 31.0 0.15
32700 14.0 36.0 35.0 19.0 21.0 4.0 53.0 37.0 78.0 22.0 22.0 30.0 51.0 78.0 74.0 4.0 27.0 24.0 13.0 0.0 14.0 26.0 0.22
32800 18.0 47.0 41.0 28.0 29.0 9.0 55.0 50.0 89.0 29.0 30.0 33.0 63.0 101.0 79.0 9.0 38.0 26.0 18.0 1.0 20.0 36.0 0.3
32900 18.0 50.0 45.0 32.0 28.0 8.0 65.0 59.0 113.0 33.0 29.0 36.0 60.0 112.0 90.0 14.0 41.0 29.0 19.0 2.0 26.0 45.0 0.3
33000 18.0 44.0 41.0 24.0 26.0 6.0 57.0 44.0 89.0 24.0 30.0 36.0 62.0 98.0 90.0 2.0 32.0 26.0 16.0 0.0 22.0 36.0 0.18
33100 16.0 46.0 39.0 19.0 25.0 4.0 58.0 51.0 96.0 25.0 28.0 30.0 55.0 104.0 80.0 3.0 36.0 25.0 17.0 0.0 15.0 31.0 0.3
33200 18.0 47.0 43.0 21.0 28.0 5.0 64.0 51.0 100.0 29.0 30.0 36.0 64.0 101.0 94.0 8.0 37.0 31.0 20.0 1.0 18.0 35.0 0.26
33300 17.0 48.0 42.0 28.0 27.0 7.0 60.0 56.0 104.0 28.0 29.0 32.0 57.0 107.0 87.0 7.0 38.0 25.0 17.0 1.0 23.0 41.0 0.21
33400 22.0 53.0 48.0 33.0 32.0 9.0 63.0 52.0 104.0 34.0 37.0 41.0 73.0 117.0 105.0 17.0 39.0 31.0 22.0 3.0 28.0 58.0 0.27
33500 16.0 43.0 36.0 17.0 24.0 4.0 51.0 44.0 80.0 22.0 27.0 30.0 53.0 99.0 80.0 3.0 34.0 23.0 16.0 0.0 14.0 32.0 0.24
33600 23.0 54.0 48.0 33.0 33.0 10.0 60.0 51.0 98.0 32.0 39.0 42.0 79.0 116.0 96.0 9.0 41.0 31.0 22.0 1.0 23.0 44.0 0.29
33700 21.0 54.0 51.0 38.0 34.0 12.0 67.0 55.0 107.0 36.0 35.0 40.0 75.0 116.0 105.0 21.0 42.0 36.0 22.0 3.0 33.0 52.0 0.26
33800 15.0 42.0 38.0 24.0 24.0 7.0 57.0 48.0 89.0 26.0 24.0 31.0 54.0 94.0 82.0 8.0 35.0 28.0 16.0 1.0 18.0 30.0 0.18
33900 24.0 63.0 58.0 48.0 40.0 16.0 73.0 64.0 122.0 43.0 41.0 44.0 83.0 138.0 125.0 30.0 51.0 41.0 29.0 6.0 43.0 68.0 0.17
34000 21.0 54.0 45.0 32.0 31.0 10.0 57.0 56.0 98.0 29.0 36.0 38.0 72.0 120.0 90.0 9.0 41.0 27.0 19.0 1.0 23.0 48.0 0.39
34100 16.0 40.0 37.0 22.0 25.0 7.0 53.0 38.0 76.0 25.0 26.0 32.0 57.0 81.0 78.0 8.0 31.0 24.0 15.0 1.0 15.0 31.0 0.25
34200 19.0 52.0 49.0 40.0 31.0 12.0 70.0 58.0 114.0 37.0 32.0 38.0 63.0 116.0 101.0 29.0 42.0 36.0 21.0 5.0 36.0 51.0 0.27
34300 15.0 41.0 34.0 19.0 22.0 5.0 46.0 47.0 80.0 20.0 25.0 28.0 53.0 93.0 67.0 5.0 33.0 20.0 13.0 1.0 14.0 26.0 0.24
34400 20.0 53.0 49.0 39.0 32.0 12.0 66.0 56.0 108.0 36.0 33.0 40.0 71.0 116.0 101.0 21.0 43.0 34.0 21.0 3.0 33.0 53.0 0.19
34500 14.0 37.0 38.0 19.0 22.0 3.0 61.0 36.0 87.0 24.0 23.0 29.0 47.0 78.0 78.0 7.0 26.0 27.0 13.0 0.0 15.0 31.0 0.22
34600 17.0 35.0 35.0 16.0 23.0 4.0 53.0 28.0 67.0 23.0 29.0 35.0 57.0 66.0 70.0 7.0 26.0 25.0 13.0 0.0 12.0 21.0 0.31
34700 18.0 39.0 44.0 23.0 30.0 7.0 63.0 28.0 78.0 31.0 30.0 37.0 65.0 69.0 90.0 15.0 30.0 35.0 21.0 2.0 20.0 31.0 0.29
34800 17.0 41.0 43.0 31.0 29.0 11.0 62.0 33.0 82.0 31.0 28.0 36.0 60.0 78.0 97.0 24.0 33.0 33.0 20.0 5.0 26.0 39.0 0.25
34900 16.0 40.0 39.0 14.0 26.0 3.0 61.0 42.0 89.0 27.0 27.0 33.0 57.0 79.0 71.0 5.0 33.0 26.0 17.0 0.0 12.0 18.0 0.33
35000 17.0 48.0 42.0 26.0 26.0 6.0 64.0 58.0 107.0 31.0 28.0 34.0 57.0 111.0 88.0 10.0 41.0 28.0 19.0 1.0 21.0 38.0 0.27
35100 15.0 39.0 37.0 22.0 23.0 5.0 54.0 39.0 81.0 25.0 24.0 31.0 55.0 86.0 82.0 6.0 30.0 26.0 15.0 0.0 18.0 36.0 0.3
35200 16.0 38.0 39.0 20.0 24.0 5.0 59.0 38.0 83.0 25.0 26.0 35.0 58.0 83.0 91.0 5.0 29.0 29.0 16.0 0.0 21.0 32.0 0.25
35300 17.0 48.0 40.0 23.0 28.0 7.0 51.0 54.0 93.0 25.0 28.0 29.0 55.0 107.0 81.0 8.0 40.0 24.0 19.0 2.0 18.0 31.0 0.27
35400 18.0 42.0 43.0 29.0 28.0 9.0 62.0 40.0 90.0 30.0 29.0 39.0 65.0 86.0 89.0 17.0 33.0 33.0 18.0 2.0 25.0 39.0 0.35
35500 14.0 36.0 34.0 17.0 23.0 5.0 52.0 35.0 73.0 22.0 24.0 29.0 51.0 71.0 64.0 5.0 29.0 23.0 13.0 0.0 13.0 22.0 0.26
35600 14.0 29.0 32.0 18.0 21.0 6.0 52.0 22.0 58.0 23.0 22.0 33.0 53.0 56.0 73.0 13.0 23.0 24.0 14.0 2.0 16.0 22.0 0.3
35700 14.0 35.0 33.0 13.0 25.0 5.0 51.0 31.0 66.0 21.0 24.0 26.0 49.0 65.0 72.0 6.0 27.0 24.0 17.0 2.0 9.0 14.0 0.24
35800 13.0 32.0 30.0 14.0 22.0 5.0 49.0 33.0 66.0 19.0 22.0 26.0 45.0 61.0 58.0 4.0 27.0 19.0 13.0 1.0 8.0 13.0 0.25
35900 13.0 31.0 28.0 9.0 18.0 2.0 46.0 32.0 62.0 16.0 21.0 29.0 45.0 64.0 59.0 1.0 25.0 17.0 10.0 0.0 7.0 15.0 0.32
36000 12.0 26.0 28.0 11.0 15.0 2.0 45.0 22.0 57.0 16.0 18.0 29.0 46.0 57.0 62.0 2.0 18.0 23.0 9.0 0.0 9.0 18.0 0.35
36100 12.0 26.0 25.0 11.0 15.0 2.0 39.0 22.0 51.0 13.0 19.0 25.0 44.0 58.0 49.0 3.0 17.0 15.0 7.0 0.0 8.0 16.0 0.26
36200 13.0 26.0 25.0 8.0 18.0 2.0 37.0 19.0 42.0 14.0 22.0 28.0 46.0 49.0 53.0 1.0 20.0 16.0 10.0 0.0 7.0 13.0 0.21
36300 17.0 43.0 40.0 22.0 28.0 7.0 56.0 41.0 84.0 24.0 31.0 33.0 58.0 90.0 83.0 3.0 33.0 23.0 15.0 0.0 21.0 27.0 0.34
36400 16.0 38.0 38.0 19.0 24.0 5.0 57.0 31.0 74.0 22.0 28.0 33.0 56.0 79.0 80.0 5.0 26.0 25.0 14.0 0.0 19.0 24.0 0.23
36500 22.0 48.0 49.0 31.0 35.0 11.0 64.0 36.0 86.0 35.0 38.0 43.0 76.0 90.0 104.0 22.0 36.0 38.0 23.0 4.0 30.0 39.0 0.3
36600 17.0 39.0 40.0 25.0 24.0 7.0 60.0 34.0 83.0 25.0 28.0 37.0 59.0 82.0 80.0 15.0 27.0 30.0 14.0 2.0 21.0 34.0 0.33
36700 17.0 42.0 42.0 27.0 26.0 8.0 63.0 43.0 94.0 28.0 28.0 38.0 61.0 89.0 84.0 15.0 33.0 31.0 16.0 2.0 24.0 34.0 0.2
36800 21.0 56.0 54.0 43.0 37.0 15.0 72.0 59.0 116.0 40.0 35.0 40.0 74.0 118.0 118.0 27.0 47.0 41.0 27.0 6.0 38.0 57.0 0.34
36900 21.0 56.0 51.0 40.0 33.0 11.0 69.0 62.0 120.0 36.0 34.0 39.0 67.0 125.0 101.0 19.0 43.0 32.0 21.0 3.0 34.0 54.0 0.3
37000 18.0 46.0 42.0 24.0 25.0 4.0 62.0 49.0 98.0 29.0 29.0 36.0 61.0 104.0 88.0 8.0 35.0 27.0 17.0 0.0 19.0 36.0 0.29
37100 17.0 41.0 40.0 26.0 26.0 8.0 58.0 44.0 88.0 28.0 27.0 36.0 60.0 88.0 85.0 8.0 34.0 30.0 18.0 1.0 19.0 29.0 0.17
37200 12.0 26.0 23.0 7.0 16.0 2.0 21.0 21.0 43.0 12.0 22.0 26.0 39.0 56.0 49.0 0.0 17.0 15.0 8.0 0.0 4.0 11.0 0.25
37300 13.0 32.0 32.0 15.0 21.0 5.0 50.0 27.0 64.0 21.0 22.0 30.0 46.0 64.0 73.0 2.0 26.0 24.0 13.0 0.0 12.0 20.0 0.29
37400 13.0 29.0 28.0 14.0 20.0 4.0 31.0 25.0 53.0 23.0 20.0 31.0 44.0 53.0 64.0 14.0 23.0 23.0 14.0 2.0 11.0 21.0 0.26
37500 17.0 40.0 39.0 19.0 26.0 5.0 60.0 40.0 86.0 25.0 29.0 35.0 61.0 80.0 75.0 7.0 30.0 25.0 15.0 0.0 15.0 23.0 0.3
37600 18.0 47.0 43.0 24.0 27.0 6.0 62.0 49.0 96.0 32.0 29.0 37.0 61.0 108.0 95.0 15.0 40.0 31.0 20.0 2.0 23.0 40.0 0.25
37700 20.0 52.0 45.0 31.0 30.0 9.0 61.0 58.0 106.0 34.0 33.0 39.0 66.0 119.0 97.0 10.0 43.0 29.0 21.0 1.0 23.0 45.0 0.36
37800 19.0 49.0 43.0 20.0 28.0 4.0 60.0 51.0 98.0 28.0 31.0 37.0 66.0 107.0 92.0 4.0 36.0 29.0 19.0 0.0 17.0 38.0 0.29
37900 18.0 39.0 37.0 20.0 25.0 6.0 53.0 32.0 72.0 22.0 32.0 35.0 60.0 82.0 81.0 3.0 29.0 24.0 16.0 0.0 19.0 27.0 0.27
38000 14.0 28.0 29.0 16.0 19.0 5.0 46.0 21.0 55.0 15.0 24.0 31.0 52.0 52.0 62.0 3.0 19.0 18.0 9.0 0.0 11.0 21.0 0.32
38100 9.0 22.0 24.0 9.0 13.0 2.0 45.0 20.0 55.0 11.0 16.0 22.0 34.0 48.0 53.0 0.0 15.0 19.0 7.0 0.0 5.0 12.0 0.25
38200 14.0 36.0 32.0 12.0 22.0 3.0 48.0 37.0 69.0 19.0 23.0 27.0 46.0 78.0 68.0 1.0 28.0 20.0 13.0 0.0 11.0 22.0 0.25
38300 15.0 41.0 32.0 16.0 24.0 5.0 31.0 47.0 71.0 24.0 25.0 30.0 49.0 94.0 73.0 7.0 36.0 22.0 17.0 1.0 11.0 26.0 0.35
38400 16.0 41.0 38.0 25.0 24.0 7.0 58.0 47.0 90.0 26.0 26.0 34.0 57.0 91.0 77.0 10.0 34.0 26.0 15.0 1.0 19.0 31.0 0.25
38500 16.0 41.0 37.0 22.0 23.0 5.0 53.0 41.0 81.0 23.0 26.0 32.0 56.0 90.0 74.0 6.0 30.0 24.0 13.0 0.0 16.0 32.0 0.2
38600 16.0 38.0 36.0 20.0 23.0 5.0 53.0 39.0 80.0 21.0 26.0 32.0 57.0 83.0 80.0 5.0 28.0 23.0 14.0 1.0 14.0 26.0 0.14
38700 20.0 48.0 43.0 25.0 28.0 6.0 57.0 46.0 91.0 28.0 33.0 38.0 69.0 102.0 81.0 6.0 35.0 28.0 17.0 0.0 18.0 36.0 0.32
38800 19.0 51.0 47.0 33.0 32.0 11.0 66.0 55.0 105.0 33.0 31.0 35.0 67.0 109.0 96.0 16.0 41.0 35.0 22.0 3.0 23.0 41.0 0.21
38900 17.0 41.0 41.0 28.0 26.0 9.0 60.0 44.0 90.0 28.0 26.0 37.0 58.0 87.0 84.0 18.0 32.0 31.0 17.0 3.0 21.0 32.0 0.3
39000 22.0 54.0 50.0 38.0 33.0 12.0 66.0 55.0 106.0 34.0 36.0 43.0 76.0 118.0 103.0 21.0 40.0 34.0 20.0 3.0 33.0 54.0 0.31
39100 19.0 47.0 42.0 24.0 27.0 6.0 55.0 49.0 97.0 26.0 33.0 36.0 61.0 104.0 80.0 8.0 35.0 23.0 15.0 1.0 21.0 34.0 0.35
39200 19.0 52.0 46.0 30.0 30.0 7.0 63.0 55.0 108.0 32.0 33.0 33.0 61.0 115.0 94.0 14.0 40.0 27.0 19.0 2.0 23.0 48.0 0.2
39300 20.0 52.0 47.0 33.0 32.0 10.0 61.0 51.0 100.0 33.0 34.0 37.0 70.0 112.0 102.0 15.0 41.0 31.0 21.0 3.0 25.0 50.0 0.29
39400 22.0 53.0 48.0 34.0 33.0 11.0 63.0 55.0 103.0 31.0 37.0 40.0 75.0 109.0 91.0 12.0 40.0 31.0 20.0 2.0 22.0 39.0 0.24
39500 20.0 53.0 50.0 36.0 33.0 11.0 67.0 55.0 107.0 35.0 32.0 38.0 69.0 116.0 105.0 21.0 41.0 35.0 21.0 3.0 32.0 51.0 0.32
39600 17.0 43.0 41.0 23.0 26.0 6.0 58.0 42.0 86.0 27.0 27.0 35.0 58.0 93.0 89.0 5.0 33.0 30.0 17.0 0.0 19.0 30.0 0.23
39700 18.0 50.0 43.0 32.0 28.0 9.0 60.0 57.0 105.0 30.0 30.0 32.0 58.0 110.0 80.0 13.0 40.0 27.0 18.0 2.0 21.0 36.0 0.27
39800 16.0 44.0 40.0 25.0 25.0 7.0 59.0 50.0 94.0 27.0 26.0 32.0 55.0 98.0 79.0 8.0 36.0 28.0 16.0 1.0 20.0 29.0 0.24
39900 19.0 53.0 48.0 32.0 33.0 10.0 66.0 58.0 110.0 34.0 31.0 35.0 65.0 114.0 100.0 16.0 44.0 34.0 24.0 4.0 25.0 45.0 0.27
40000 17.0 47.0 45.0 32.0 30.0 10.0 64.0 52.0 102.0 33.0 28.0 33.0 64.0 100.0 99.0 18.0 40.0 33.0 22.0 4.0 25.0 41.0 0.26
40100 18.0 45.0 43.0 30.0 27.0 8.0 62.0 45.0 93.0 32.0 28.0 37.0 66.0 100.0 96.0 21.0 36.0 32.0 20.0 3.0 24.0 43.0 0.27
40200 17.0 46.0 41.0 26.0 27.0 7.0 57.0 50.0 94.0 27.0 27.0 32.0 57.0 101.0 79.0 9.0 35.0 26.0 16.0 1.0 19.0 35.0 0.33
40300 18.0 43.0 41.0 28.0 25.0 7.0 59.0 42.0 87.0 28.0 28.0 38.0 64.0 93.0 83.0 18.0 32.0 29.0 15.0 2.0 22.0 38.0 0.25
40400 17.0 43.0 39.0 20.0 24.0 3.0 57.0 46.0 92.0 24.0 27.0 33.0 54.0 94.0 78.0 4.0 31.0 23.0 14.0 0.0 15.0 30.0 0.19
40500 18.0 50.0 41.0 25.0 27.0 7.0 59.0 59.0 104.0 27.0 30.0 34.0 61.0 114.0 80.0 6.0 40.0 26.0 18.0 1.0 17.0 32.0 0.27
40600 23.0 60.0 54.0 42.0 35.0 12.0 74.0 67.0 128.0 38.0 39.0 42.0 77.0 132.0 106.0 20.0 45.0 35.0 23.0 3.0 34.0 51.0 0.27
40700 18.0 42.0 40.0 20.0 26.0 5.0 58.0 38.0 86.0 24.0 31.0 37.0 64.0 88.0 85.0 5.0 28.0 28.0 16.0 0.0 17.0 35.0 0.31
40800 14.0 40.0 35.0 15.0 22.0 3.0 55.0 45.0 87.0 21.0 24.0 27.0 49.0 87.0 70.0 3.0 30.0 23.0 13.0 0.0 11.0 25.0 0.26
40900 17.0 42.0 41.0 21.0 27.0 6.0 61.0 41.0 88.0 26.0 29.0 35.0 58.0 87.0 82.0 5.0 32.0 26.0 15.0 0.0 21.0 24.0 0.19
41000 12.0 25.0 25.0 18.0 17.0 6.0 26.0 18.0 41.0 18.0 20.0 30.0 44.0 46.0 54.0 14.0 19.0 19.0 9.0 2.0 12.0 21.0 0.27
41100 12.0 29.0 29.0 14.0 20.0 4.0 33.0 25.0 55.0 23.0 20.0 28.0 43.0 55.0 69.0 14.0 22.0 24.0 14.0 2.0 12.0 20.0 0.22
41200 15.0 35.0 32.0 14.0 23.0 5.0 49.0 34.0 68.0 18.0 25.0 31.0 50.0 69.0 64.0 2.0 27.0 21.0 12.0 0.0 10.0 17.0 0.23
41300 13.0 26.0 23.0 12.0 17.0 4.0 21.0 17.0 34.0 14.0 23.0 27.0 45.0 47.0 42.0 4.0 17.0 15.0 7.0 0.0 4.0 14.0 0.28
41400 16.0 40.0 41.0 28.0 26.0 9.0 63.0 41.0 92.0 28.0 26.0 35.0 59.0 83.0 87.0 18.0 31.0 32.0 17.0 3.0 22.0 35.0 0.25
41500 16.0 38.0 36.0 19.0 22.0 4.0 53.0 38.0 79.0 22.0 25.0 34.0 56.0 82.0 74.0 4.0 27.0 24.0 13.0 0.0 14.0 27.0 0.24
41600 14.0 37.0 32.0 14.0 20.0 2.0 46.0 38.0 70.0 21.0 23.0 26.0 49.0 86.0 63.0 4.0 29.0 19.0 12.0 0.0 12.0 24.0 0.24
41700 18.0 46.0 39.0 22.0 27.0 6.0 50.0 50.0 86.0 25.0 30.0 33.0 60.0 106.0 81.0 5.0 36.0 23.0 17.0 1.0 18.0 36.0 0.24
41800 12.0 32.0 26.0 10.0 16.0 2.0 38.0 34.0 59.0 13.0 20.0 24.0 42.0 76.0 61.0 1.0 25.0 17.0 10.0 0.0 9.0 17.0 0.24
41900 16.0 40.0 40.0 28.0 24.0 7.0 59.0 39.0 85.0 28.0 25.0 34.0 59.0 86.0 83.0 18.0 30.0 29.0 15.0 2.0 22.0 36.0 0.24
42000 18.0 41.0 37.0 17.0 24.0 4.0 51.0 35.0 76.0 20.0 31.0 33.0 58.0 84.0 66.0 3.0 26.0 23.0 12.0 0.0 10.0 22.0 0.28
42100 19.0 43.0 44.0 31.0 30.0 11.0 61.0 33.0 81.0 30.0 33.0 39.0 66.0 82.0 95.0 24.0 32.0 32.0 19.0 5.0 27.0 38.0 0.29
42200 14.0 33.0 35.0 21.0 22.0 6.0 55.0 26.0 67.0 24.0 22.0 31.0 51.0 62.0 70.0 17.0 25.0 27.0 13.0 2.0 17.0 28.0 0.25
42300 18.0 42.0 38.0 25.0 25.0 7.0 50.0 40.0 78.0 24.0 30.0 35.0 64.0 93.0 86.0 13.0 31.0 25.0 16.0 3.0 20.0 40.0 0.32
42400 15.0 38.0 34.0 17.0 22.0 5.0 52.0 40.0 80.0 18.0 26.0 31.0 52.0 83.0 70.0 1.0 28.0 22.0 12.0 0.0 13.0 25.0 0.29
42500 18.0 48.0 41.0 28.0 29.0 10.0 56.0 53.0 94.0 25.0 32.0 33.0 62.0 103.0 87.0 13.0 38.0 26.0 18.0 4.0 20.0 39.0 0.21
42600 16.0 42.0 37.0 25.0 24.0 7.0 54.0 48.0 89.0 24.0 26.0 32.0 57.0 95.0 78.0 7.0 34.0 23.0 15.0 1.0 19.0 34.0 0.22
42700 20.0 48.0 47.0 33.0 31.0 10.0 64.0 50.0 100.0 34.0 31.0 40.0 68.0 98.0 90.0 19.0 39.0 34.0 21.0 3.0 25.0 37.0 0.24
42800 16.0 41.0 39.0 22.0 24.0 5.0 57.0 41.0 84.0 25.0 26.0 33.0 58.0 89.0 85.0 6.0 31.0 27.0 15.0 0.0 18.0 33.0 0.26
42900 20.0 50.0 49.0 37.0 31.0 10.0 69.0 51.0 108.0 37.0 32.0 41.0 70.0 106.0 110.0 27.0 39.0 36.0 22.0 5.0 31.0 57.0 0.2
43000 17.0 38.0 36.0 21.0 25.0 7.0 52.0 35.0 73.0 23.0 29.0 36.0 62.0 77.0 76.0 5.0 30.0 23.0 15.0 0.0 16.0 28.0 0.25
43100 25.0 66.0 62.0 41.0 43.0 13.0 81.0 69.0 135.0 45.0 43.0 45.0 87.0 139.0 123.0 20.0 52.0 45.0 31.0 3.0 37.0 60.0 0.32
43200 16.0 44.0 40.0 22.0 25.0 5.0 58.0 47.0 94.0 28.0 27.0 31.0 52.0 100.0 90.0 8.0 36.0 28.0 20.0 1.0 16.0 30.0 0.29
43300 21.0 53.0 52.0 38.0 33.0 10.0 71.0 53.0 113.0 40.0 36.0 40.0 73.0 113.0 108.0 32.0 42.0 38.0 24.0 6.0 32.0 53.0 0.23
43400 19.0 49.0 44.0 31.0 29.0 10.0 62.0 52.0 104.0 29.0 34.0 36.0 62.0 109.0 96.0 13.0 38.0 29.0 20.0 3.0 25.0 39.0 0.34
